AJGD0VSCUJUP5	6.791468e-05 -0.0098668 -0.0028829623 -0.0035782233 -0.0068231635 -0.0048126034 -0.00332827 -0.00012169326 0.002770897 -0.004350691 -0.011990639 0.003429989 0.005072296 0.0054335697 -0.004964051 0.005129066 -0.00039808245 -0.00794171 -0.0069750287 0.0004583592 -0.0031750572 2.4540386e-05 -0.00019402763 -0.002010013 -0.0067395293 -0.0013555641 -0.005526898 -0.0021340358 0.0039664633 0.0036922956 -0.0057331007 -0.0009929773 -0.012761354 0.0061025894 -0.001714065 -0.009967734 0.0005722423 0.017564079 0.0043509374 -0.0065286127 -0.0078242235 -0.0015317667 -0.011136456 -0.0024125068 0.002748014 0.0019972122 -0.0020615056 -0.01084583 -0.0029687441 0.0029201743 0.00021500913 0.0072928052 -0.0006173283 -0.0030219026 -0.0064439685 -0.0017266109 -0.0030472646 -0.005399382 0.0004343905 0.0028075092 -0.0019184964 -0.0017720519 -0.0031101836 -0.007848426 -0.0007676576 -0.009135073 -0.0049989047 -0.00937531 -0.012873925 -0.0010362294 0.003187632 0.013203501 0.0037046066 0.003767827 -0.00067947834 0.004969617 -0.0004136216 -0.004660889 0.0011093983 0.0067299367 -0.0020562087 0.005106036 0.0100658825 -0.008395504 -0.009483738 -0.012374058 0.008354672 -0.011332552 -0.009294943 0.0011097369 0.010749599 0.012231808 -0.004578117 -0.0057318327 -0.0026066743 0.000655939 -0.009722786 -0.002738667 0.0062956554 -0.010655349 -0.004096148 0.010560233 -0.003338811 -3.960288e-05 -0.0036176743 0.0013551784 0.00096220884 0.00042733486 0.01620212 0.009226734 0.0072091674 0.00028794323 -0.008816065 -0.001426925 -0.0069113816 -0.007358319 -0.0018671175 0.0038004916 0.0048007844 0.0085604265 0.0005287065 0.0003546403 -0.0027722912 0.0072371583 -0.0064077475 0.0013777561 -0.006153876 0.004062859 
A2158NV89I72OP	0.00014135976 0.0015519466 -0.003448744 -0.004633685 -0.0037784525 -0.0075340723 -0.00545437 0.0064304546 0.0031294308 -0.002354946 -0.0045982837 0.0035739285 0.0062209344 0.00452375 -0.0009462704 -0.00764174 -0.0018285676 -0.003807515 -0.0051039085 0.0028407872 0.0035416386 -0.0097301565 -0.0056982627 -0.0141218165 -0.004431946 0.0010648773 -0.0024929154 0.008978233 0.0006288231 0.0013770344 -0.0025841729 0.005387412 0.00059841253 -0.0014109233 -0.0014362881 0.0016942685 0.007811568 0.0044621234 0.010840474 -0.003016763 -0.0010758151 0.003346267 -0.00810702 0.0063456916 -0.00179666 0.003696352 -0.0019519783 -0.007512035 -0.009553807 -0.00244043 0.0022703882 0.009109505 0.013887154 -0.0010004574 -0.004542103 -0.00069842295 -0.00084614486 -0.0072929915 -0.00023539431 -0.0053332266 0.00013861139 0.0027629798 0.001512871 -0.0008585005 0.0059246696 0.002652273 -0.0073891105 -0.0037532942 -0.0025558537 0.0056038727 -0.0007044061 0.009443953 0.001714021 -0.0017514268 0.0019086589 0.0077575473 -0.008808229 6.395295e-05 0.0038622438 0.0026825268 0.002644972 0.010020128 -0.003598569 -0.009164476 -0.011447225 -0.00096804264 -0.0031039643 -0.002775976 -0.0033304305 0.006060069 0.0005565431 0.0052297986 -0.00106499 -0.0017202622 -0.0045434344 -0.01062121 -0.004495611 0.0046143895 0.0062260064 -0.003643162 -0.0053535732 0.00992803 0.0040106354 9.758577e-05 0.0023969107 0.0059956717 -0.0048375167 -0.0005109597 0.011601345 0.0061262636 -0.0007803116 0.007339895 -0.012392775 0.0017005458 0.0036245547 -0.0030798365 0.0015929012 -0.004990406 0.011830382 0.00024004858 -0.0035612138 0.0006911916 0.007510555 0.0053804014 0.000429195 0.0001766406 0.0011488099 -0.0027617924 
A1NIX2WA2ZKLV7	-0.02465408 -0.028015234 -0.0013935925 0.0023445575 -0.0016662 0.02489265 0.006456788 -0.0076427325 0.020470435 0.0124184145 -0.0033193147 0.0025907082 0.015582196 -0.018082693 -0.0048097293 -0.010547713 0.007344958 0.02831683 -0.036564823 0.009883681 -0.007209629 0.016980944 -0.011772292 3.4374802e-06 -0.0027359056 0.002414028 0.0073305313 -0.043092176 0.026404751 -0.021950629 -0.0030282564 0.009524523 0.01431599 -0.007871105 0.009333443 -0.015268296 -0.030193338 0.0011963974 0.009043434 0.021142432 -0.0044303397 0.040022597 0.0050247735 0.0022844665 0.004954653 -0.0077047087 -0.0040533766 0.017505068 -0.009325689 0.026420766 -0.013748791 -0.021322891 -0.005636662 0.0033333371 -0.0034354078 -0.005531444 -0.0043754433 0.025593672 -0.032592025 0.016424052 -0.01347005 -0.03091183 -0.0026226363 -0.032788128 -0.00036798968 0.0071578883 0.02142428 0.006782376 0.010674299 -0.0024366628 0.000419349 -0.013171858 0.002738402 0.012723921 -0.014866698 -0.03346903 0.03149779 0.01877853 0.0009536561 -0.016023187 0.0051884213 0.01167631 0.012548363 -0.013360521 0.0027836787 0.014404771 0.017038498 0.010533042 0.004832266 -0.010281762 0.015049697 -0.02904719 -0.016366925 0.005560898 0.027247883 0.0023514745 -0.014390127 -0.005264904 0.0014016614 -0.00397279 -0.008937088 -0.061892185 -0.025564253 0.015027392 -0.014552164 -0.0019324024 0.029958006 0.0016950412 -0.027138507 0.027464177 -0.009143776 0.016644388 -0.008666381 0.03179722 0.04540663 0.017736418 -0.006238593 0.012885773 0.020170858 0.0042472 -0.046263747 -0.02123262 0.021063406 -0.021008998 -0.004885686 0.018729327 -0.014141841 0.018523261 
AJK15Q9JOEHRH	0.006961547 0.004579732 0.004031194 -0.033100657 0.0044936775 -0.011251079 -0.010612152 0.024473796 -0.004509112 -0.0061534145 -0.002349757 0.01275393 0.0128582325 -0.004976532 -0.016374063 -0.0066536856 0.014747605 -0.011704062 0.00986931 0.0059695505 0.011131782 -0.020525409 0.010129082 -0.013516663 0.003307728 0.0019347246 0.0106136445 0.013924027 -0.017322157 0.0013720787 -0.005020381 -0.0017541266 -0.0010040047 0.011984644 -9.204021e-05 0.013905679 0.019712206 0.022451788 -0.016332502 -0.0143162925 0.027280375 0.014280814 -0.0043633976 -0.016670143 0.0062774834 -0.0057879076 -0.0050989375 -0.015983235 -0.015402044 -0.0066958424 0.01650288 0.016390732 0.008307804 -0.009358585 0.022477886 -0.0011058962 0.007815476 -0.011575054 -0.012008603 0.003926846 0.012146898 -0.0013906192 -0.01443968 0.011817183 -0.009536884 0.0036337762 -0.0018181631 -0.014536041 -0.020369133 0.021138301 0.00415088 0.00450585 0.008072538 0.018072907 -0.009123102 0.0049756407 0.0065557403 -0.014126023 0.0078223 -0.0019845963 0.015028702 0.0054352484 0.0029584551 0.007868927 -0.012236659 0.015457804 -0.0067985468 -0.005520743 -0.005322208 0.028269367 -0.0050280625 0.00027359687 -0.013820944 -0.019150749 -0.008782433 0.008098754 -0.013375718 -0.011870841 -0.0023312203 0.023683343 -0.0042037107 0.021747738 -0.004559623 0.00072763895 -0.004411667 0.0092721265 -0.008781523 -0.0049517965 0.004381761 0.00922269 -0.008742069 -0.01011475 0.0077508166 -0.009218352 -0.01833021 -0.007284474 0.012672025 -0.009691149 -0.003480243 -0.021872247 0.014673051 0.008622223 0.0028613857 0.0028093848 0.011757505 0.002855301 -0.013965106 -0.003940208 
A1Y8BQ5R1SGGVD	0.0060560247 0.011484557 0.003314002 0.010374335 -0.0016704464 0.0012249151 0.005490653 0.0017091732 -0.012419589 0.0037979514 0.004885482 0.0013023126 -0.006895942 0.0051098447 0.0009459072 0.00033866908 -0.014521436 -0.0015466922 0.007889609 -0.007346769 0.0056260624 0.00121447 0.007910004 -0.0028301596 0.0030569134 -0.0031756582 -0.0034662688 0.0044832733 -7.503775e-05 0.010554882 0.009196624 0.0061710593 -0.0025701798 -0.0061606476 0.0064703138 0.0017349006 -0.0031384826 -0.008546476 0.0042751296 -0.004752146 0.0024878564 -0.007083353 0.0016173954 0.007790755 -0.00088328274 -0.0031751988 -0.0027488177 0.0025055946 -0.00068205845 -0.0054946165 -0.0005395874 -0.011838929 -0.00077031576 0.0029183389 0.004136218 -0.0030767985 -0.004521605 0.0072187097 0.0025254847 -0.007865381 -0.005717729 0.0039879135 0.012598862 0.007212124 0.004494716 0.0019199338 -0.0017167667 0.0045292536 0.0036998761 0.0017759254 -0.0018583634 -0.001701509 -0.006360866 -0.0042073964 0.0040788497 -0.0031382476 0.005025682 -0.009815164 0.0017954312 0.007496664 0.0053794016 -0.0022486406 -0.0031760484 0.009522524 0.0022334727 0.0063135 -0.004269297 0.002772526 -0.00013939885 0.0056304866 -0.008300477 -6.241043e-05 0.014903746 -0.0020089122 -0.0048461817 -0.0040039285 0.012006453 -0.004013775 -0.0014267123 0.0018505923 0.0066685583 -0.0030889383 -0.007989367 -0.00869805 0.005627469 -0.0009938423 -0.0017022821 0.006938629 0.0039977306 -0.0093390355 -0.0037855518 -0.006739244 0.0014378403 -0.0027705333 -0.0005926014 0.0066118054 0.0014108806 0.0074879313 -0.014170567 -0.0033244502 -0.0041601895 0.0050920704 -0.0034825804 0.0069877286 0.0066533717 -0.0051846416 0.0033626703 -0.0020974642 
A34G1GTMQGEDUN	0.008213568 -0.011116231 -0.0043634214 0.002214367 0.0058283764 0.0019916417 -0.008257758 -0.0091220625 0.009815183 0.010545645 -0.007142734 -0.006902134 -0.004217015 -0.008049663 -0.01183385 0.0046960483 0.014122286 -0.0039998423 -0.0017471657 -0.0036584055 -0.008642659 -0.0006590555 0.004926241 0.002188487 -0.004578541 -0.0076623247 0.0012907588 -0.00033290032 -0.002534655 -0.014088602 -0.0031850734 -0.00700152 -0.005486729 -0.00053769967 -0.008246246 -0.0047099725 -0.0016856595 0.014956812 0.00586853 0.011117027 -0.0076719867 -0.0034659503 0.0011598325 -0.008408577 0.0007977091 0.0047746836 0.0024613463 -0.005870424 0.0041007167 0.0026416008 -0.0060664844 0.012948282 0.0014391814 -0.0038181783 -0.01407023 0.010814902 -0.0001431322 -0.01149049 0.007187022 0.0017846971 0.0033319017 -0.0062781116 -0.009584581 -0.009478555 -0.0021487596 -0.0056596627 0.001252016 -0.006145812 -0.002928175 -0.0031087352 0.011520902 0.006128324 0.0075301174 -0.00596757 -0.009465499 0.0013242903 -0.002684734 0.010922254 -0.0018588846 -0.004777277 -0.008702928 0.013557398 0.016477436 -0.012650757 -0.0030687961 0.00030292582 0.0056659463 -0.004081005 0.0044885227 -0.010869091 0.014216914 0.001805895 -0.019844389 0.0054785917 -0.0029880803 0.00027483975 -0.01040813 0.0031759182 0.00043140302 0.007425447 0.00088368525 -0.004363253 0.010126248 0.0032817468 -0.008314 0.0013869489 0.004312678 -0.009606464 -0.0042281523 0.008348215 0.008110311 0.0075078118 -0.0075462423 -0.0008311071 4.4913868e-05 -0.005289755 -0.0027590534 0.0023634648 0.016346365 0.01026547 0.011940592 -0.005230746 -0.002929131 -0.0007585356 -0.008049833 0.0057341023 0.0043518622 -0.0002969955 
A13A81NN0NRD1S	-0.012814033 0.006064173 0.021910697 -0.021178214 0.0051669637 -0.0075355936 -0.010204013 0.011615235 0.01413255 0.0002541985 0.014645103 0.027131071 -0.0032361273 -0.020420682 0.010862268 -0.013077834 -0.011258408 -0.006592857 0.021376526 0.01909363 0.01386795 -0.010845952 -0.004138668 0.0063029197 0.005779226 0.0060524405 0.014001805 0.0016120579 -0.0010501504 0.0036892577 0.0030708734 0.0012568912 -0.008378447 0.02230457 0.0019744926 0.045380805 0.010074953 -0.010051813 -0.027278282 -0.001498243 0.0052942163 0.041246 0.0006526325 0.00029603357 -0.009428759 -0.011028013 -0.0021933233 0.015025217 -0.013557808 -0.0013862859 0.023742404 -0.011168415 -0.009066 -0.0040456457 0.012074069 -0.009429147 0.010095523 0.008643965 -0.026253203 -0.00787742 0.004561067 0.00062300224 0.016919691 0.020736247 -0.01314911 0.00051573437 0.0058109206 -0.0009093146 0.0034183774 0.01037643 -0.009954922 -0.014028133 0.008405546 0.008104813 0.0121706845 0.0030717135 0.0138739655 -0.0034892443 -0.008756881 0.019482547 0.02255976 -0.0038929542 0.011399492 0.009967122 0.010908009 0.0063543944 -0.017175527 0.01557684 -0.010778103 0.019763954 -0.010066184 -0.015379596 0.0027033987 -0.007443812 0.012195916 -0.004454424 -0.02763778 -0.03538094 0.0060843932 0.021826651 0.0004107202 0.0041563646 -0.007522979 0.0066208765 0.0032924819 0.016572038 -0.004593033 0.011458987 -0.009950728 0.019560356 0.004183879 0.009524752 -0.00176523 0.006078391 0.0022363185 0.032293852 0.014473631 -0.025041167 0.003295978 -0.035019793 0.008128057 0.041671325 0.0073013618 0.015007636 0.015579523 -0.0029445067 -0.014295667 -0.016026331 
A3RFWANBUVX4RA	-0.0074477266 0.0020843062 0.032753672 0.016126903 0.014552001 -0.0077171605 0.011383919 0.0036134857 -0.019056158 0.005338594 0.013134474 -0.00041526038 -0.012428669 -0.008795749 0.008354156 0.0008996273 -0.024319168 0.017162414 0.0036688165 -0.023000207 0.0050392947 0.004599273 0.0190291 -0.001269252 0.007954645 -0.012929259 -0.006834494 0.002938546 -0.0006538417 0.0153901195 0.01699557 0.014549381 0.014408129 -0.0069760936 -0.0055219745 -0.0016973721 -0.008627426 -0.016674645 0.005491579 -0.001601578 0.021575069 -0.000534279 -0.0018528141 0.009610173 0.0010338293 -0.008754032 -0.00038731535 0.0046723667 -0.015925858 -0.0076605016 -0.003944774 0.008544366 0.026056005 -0.0060562915 0.018103419 -0.0016643035 -0.014266628 0.0065115397 0.0011704022 -0.013764948 0.011098109 -0.008913777 0.01950785 0.011973109 -0.009028488 0.0015834279 -0.004843457 0.008547144 0.01998336 0.025800364 0.019364629 -0.018239629 -0.004916534 -0.0108869895 -0.002894919 0.01351105 0.0056548626 -0.017826537 0.015537497 -0.016311323 0.011870776 0.01966812 -0.006379534 0.014067448 0.009237182 0.018796377 -0.00026511712 0.016186954 0.0171841 -0.015584372 -0.022055754 -0.009513207 0.020600853 0.013779119 -0.0076470617 0.0030678147 0.01494831 -0.008279745 -0.010043638 -0.0033985435 0.017216621 -0.010095876 -0.019114845 0.007846602 0.00917323 0.0017197152 -0.032772105 0.005477767 -0.02110427 -0.023038454 -0.003920301 -0.0069912267 0.02002648 -0.011047651 0.0034819983 0.0032318581 -0.011088211 0.005832218 -0.017122537 -0.00043177124 -0.01377494 0.010865105 -0.0035647706 0.0017574738 0.003976178 -0.009174871 0.018587189 0.0056871627 
A16Z3HTUIYPDH8	-0.008209408 0.0064722337 0.011324805 0.0114544695 -0.015039546 0.014430068 0.02160258 -0.01638935 0.019731566 0.0035470075 0.0015621057 -0.007788843 0.01961939 0.010489942 -0.002260622 -0.0011352835 -0.002333733 0.022515062 -0.013807312 0.00015718977 -0.00047163805 -0.013824352 -0.008321252 -0.0009085177 0.0014863864 0.00010674761 -0.0026594216 0.00032459086 0.017212547 -0.0073352493 0.015925752 0.005380938 -0.020880595 0.012606986 0.01582106 -0.007992615 0.0006087669 0.010289891 0.015227636 0.0046554906 -0.01122467 -0.0026760227 -0.013287722 0.0141125545 0.0036288619 -0.00015970181 0.011983464 -0.0030576428 0.02274188 0.021683808 -0.0047834413 0.023939885 -0.025223631 0.00202833 -8.834513e-05 0.0148433065 -0.007704595 -0.014082865 -0.005952442 -0.0024602772 -0.01133355 -0.0009485411 -0.013428543 -0.008059374 0.008720799 -0.0024202697 -0.012417479 -0.0038412765 -0.007199547 0.0028610053 -0.004573361 -0.006515402 -0.0036844187 -0.009827248 -0.009475869 0.011074431 0.008566544 0.02246788 -0.0017663832 -0.0002491895 -0.009802603 0.010725588 -0.0022775827 -0.017694045 -0.016273115 -0.026486471 0.0022606715 0.0051963856 -0.015952747 -0.008801275 0.008868251 0.007580014 0.0024067052 -0.007892093 -0.0014532598 0.0013110093 0.0032485533 0.017644217 0.010152915 0.004807866 -0.014329841 0.019898519 0.02915474 -0.0029016235 -0.022512356 0.016293736 -0.00080196187 0.009712197 0.013390496 0.02037519 -0.011858302 0.0025655008 -0.017720036 0.0073951473 -0.0057807188 0.0007333713 0.0018565882 0.007370367 0.01745865 0.0074925264 0.002657197 0.0021252357 0.00046692273 0.0016232517 -0.0026290677 -0.0029423982 -0.001650883 0.0016953432 
A2GUE6E3DUYX03	0.0013067037 -0.007521091 0.0016031072 0.00518766 -0.0078121517 0.004415746 0.0066167163 0.0037400164 0.0038701831 0.0010519514 0.0071496763 0.0028797647 0.00064491 -0.0050948686 0.00025188117 -0.011382314 -0.0059800716 -0.006410846 -0.0012339125 0.008630074 0.004385284 -0.00753766 -0.0034603442 0.0008553871 0.00048456978 0.0038589328 -0.00056011765 -0.009808639 0.005618739 -0.0049816403 0.0020978032 0.00077778765 0.000919596 0.003415518 -0.008280625 0.0014741964 0.0007618087 -0.00050671643 0.0044760774 0.0026455575 -0.00016844031 0.0128328875 0.0020301938 -0.0019718523 0.0018495593 0.008317693 0.0011353514 0.0033806965 0.00030257393 0.0032028384 0.014145316 -0.00068887003 -0.011504186 -0.009022013 -0.0034155406 -0.0046977666 0.004676442 0.0061098253 -0.003572358 -0.0017504009 -0.0075144167 -0.004864864 -0.0040882123 -0.004813565 -0.00060203095 -0.00023375958 0.003764979 -0.004817009 0.003771314 0.0047822264 -0.012517417 -0.009261789 -0.002433933 0.0060719787 -0.0050061326 0.007584499 0.00930063 0.003508976 0.0025584446 0.00952591 0.005404716 0.0068179606 0.0052577932 0.004596549 0.009523954 -0.0067858854 -0.0050067166 -0.00036361802 -0.0052337972 0.006384871 -0.0035851533 -0.0040233033 -0.0036066892 -0.0038702558 0.008361512 0.00076575443 -0.0069590695 -0.0059288675 -0.005532449 0.0011444335 -0.0026486805 -0.0036378412 -0.0016965751 0.008338326 -0.0031971615 0.004610194 -0.0012833038 0.007183719 0.006782415 0.0020055203 0.004816182 0.0012394992 -0.015696753 0.00091322965 -0.0034385119 0.015424315 0.0022807037 -0.010345584 -0.0018312682 -0.008806352 -0.0061485292 -0.0013948722 0.002440226 0.0078046704 -0.0025638181 0.0028322344 -0.011191501 -0.00035854863 
